RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet
Classic Grilled Tomato Cucumber Chutney Sandwich Recipe,"8 Whole Wheat Brown Bread,2 Tomatoes - sliced thin into rounds,1 Cucumber - peeled and sliced into thin rounds,Salt - to sprinkle,Black pepper powder - to sprinkle,Chaat Masala Powder - to sprinkle,2 tablespoons Butter,4 tablespoons Green Chutney (Coriander & Mint),4 tablespoons Tomato Ketchup",10,5,15,4,Indian,Snack,Vegetarian
Homemade Granola Mix Recipe with Oats & Wheat Flakes,"1/2 cup Instant Oats (Oatmeal),1/2 cup Wheat Flakes (Cereal),3 tablespoon Pine nuts,3 tablespoons Pumpkin seeds,3 tablespoon Dates - (dried ones) finely chopped,3 tablespoon Dried raspberries,3 tablespoons Raisins - (sultana),3 tablespoon Badam (Almond),3 tablespoon Walnuts,1/2 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Nutmeg powder,1/2 tablespoon Vanilla Extract,1/2 teaspoon Sunflower Oil,1 tablespoon Honey",10,30,40,4,Continental,World Breakfast,High Protein Vegetarian
Baingan Sarson Ka Saag Recipe,"300 grams Small Brinjal (Baingan / Eggplant) - quartered,200 grams Mustard greens,1 Onion - sliced,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,3 tablespoons Mustard oil - for cooking",10,15,25,4,North Indian Recipes,Lunch,Diabetic Friendly
Kalyana Veetu Senai Curry Recipe - South Indian Spicy Roasted Yam,"250 grams Elephant yam (Suran/Senai/Ratalu) - cut into 1 inch thin pieces,1/2 cup Fresh coconut - grated,1/2 teaspoon Mustard seeds,Curry leaves - few,1/4 teaspoon Asafoetida (hing),1 teaspoon Mustard seeds,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),2 teaspoon Sambar Powder,Salt - to taste,Sunflower Oil - as required for frying",30,30,60,4,Tamil Nadu,Side Dish,Vegetarian
Chettinad Thakkali Sadam Recipe (Chettinad Style Tomato Rice),"2 cups Rice - cooked,2 Tomatoes - finely chopped,1 Onion - thinly sliced,1 teaspoon Red Chilli powder,1 Green Chilli - slit,Mint Leaves (Pudina) - fistful,Coriander (Dhania) Leaves - small bunch,1 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 sprig Curry leaves,1 tablespoon Ghee,Salt - to taste,1 inch Ginger - roughly chopped,3 to 4 cloves Garlic,1 teaspoon Fennel seeds (Saunf)",5,15,20,2,Chettinad,Lunch,Gluten Free
Thai Yellow Coconut Curry Rice Recipe,"1 tablespoon Cumin seeds (Jeera),1 tablespoon Cinnamon Stick (Dalchini),1 tablespoon Dry ginger powder,1 tablespoon Turmeric powder (Haldi),2 teaspoons Red Chilli powder,2 teaspoons Coriander (Dhania) Seeds,2 teaspoons Fennel seeds (Saunf),2 teaspoons Whole Black Peppercorns,4 cloves Garlic,1 teaspoon Cardamom (Elaichi) Pods/Seeds,1 teaspoon Mace (Javitri),2 cups Jasmine Rice,1 cup Coconut milk,1/2 teaspoon Salt,2 tablespoons Coconut Oil,1 Onion - diced,1 Red Bell pepper (Capsicum) - sliced thin,10 Gawar Phali (Kothavarangai / Cluster beans) - chopped into half,1 inch Ginger - minced,1 Stalks Lemongrass - fresh minced,2 cloves Garlic - minced,1 tablespoon Lemon juice,1 tablespoon Jaggery,Salt - to taste,Thai basil leaves - for garnish",15,60,75,4,Thai,Lunch,Vegetarian
 Stuffed Bhindi With Paneer (Recipe In Hindi),"250 grams Okra (Okra), Oil - As per use, 1 Onion - finely chopped, 1 Tomato - Grated, 1 teaspoon Ginger - Grated, 2 Garlic - Finely chopped, 1/2 teaspoon Cumin seeds, 1/4 Teaspoon asafoetida, salt - as per taste, 1 cup of cottage cheese - pinched, 1/2 teaspoon coriander powder, 1/4 teaspoon mango powder, 1/4 teaspoon red chilli powder, 1/4 teaspoon turmeric powder, salt to taste",10,30,40,2,North Indian Recipes,Lunch,Vegetarian
Bael Ka Sharbat Recipe - Wood Apple Squash Drink,"1 Wood apple (bael fruit),2 tablespoons Jaggery - or sugar,Black Salt (Kala Namak) - to taste,1 teaspoon Cumin powder (Jeera),1 Lemon juice,Mint Leaves (Pudina) - as required,Water - chilled,Ice cubes",10,0,10,2,North Indian Recipes,Appetizer,Vegetarian
Raw Mango Murabba Recipe - Cinnamon Spiced Mango Jam,"2 Mango (Ripe) - peeled and cut,1 cup Sugar,1 teaspoon Saffron strands,1/4 teaspoon Cinnamon Powder (Dalchini)",20,15,35,4,Indian,Side Dish,Vegetarian
Karnataka Style Gorai Kai Kara Recipe - Cluster Beans Chutney,"15 Gawar Phali (Kothavarangai / Cluster beans) - chopped,1 inch Ginger - chopped,4 cloves Garlic - chopped,5 Green Chillies - chopped,3 tablespoons Roasted Peanuts (Moongphali) - dry roasted,1/4 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),18 grams Tamarind,Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 pinch Asafoetida (hing)",5,35,40,4,Karnataka,South Indian Breakfast,Diabetic Friendly
Kunafa With Mango Cottage Cheese Cream Recipe,"500 grams Kataifi dough - ready made,200 grams Butter,2 tablespoons Sugar,1 tablespoon Rose water,2-1/2 cups Sugar,1-1/2 cups Water,1 teaspoon Lemon juice,1 teaspoon Rose water,Saffron strands - few,1 cup Paneer (Homemade Cottage Cheese),1/2 cup Mango Pulp (Puree),1/2 cup Icing Sugar,2 teaspoons Thandai Masala,50 grams Heavy whipping cream,1/2 cup Fresh cream,2 tablespoons Pistachios - crushed,2 tablespoons Dried rose petals",10,60,70,4,Arab,Dessert,Vegetarian
Royal Bread Gulab Jamun Recipe,"24 Whole Wheat Brown Bread,1 cup Milk,150 grams Khoya (Mawa),1 cup Sugar,1/4 cup Badam (Almond) - finely chopped,Ghee - for deep frying",10,30,40,10,Indian,Dessert,Vegetarian
Safed Achari Baingan Recipe - White Aubergine in pickled spices,"500 grams Brinjal (Baingan / Eggplant),1 Onion - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Amchur (Dry Mango Powder),1 Tomato - chopped,Salt - to taste,1 Coriander (Dhania) Leaves - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1 teaspoon Kalonji (Onion Nigella Seeds),1 teaspoon Ajwain (Carom seeds),1/4 teaspoon Methi Seeds (Fenugreek Seeds),4-5 Dry Red Chillies,Sunflower Oil - for cooking",20,40,60,4,Indian,Dinner,Vegetarian
Potlankaya Perugu Pachhadi Recipe (Curd & Sunke Gourad Chutney),"1 Snake gourd (pudulangai) - finely chopped (approximately 1 cup),1 cup Curd (Dahi / Yogurt),1/2 cup Fresh coconut - grated,1 teaspoon Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,1 Dry Red Chilli - broken into pieces,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 teaspoon Sunflower Oil,1/4 teaspoon Asafoetida (hing)",20,20,40,4,South Indian Recipes,Side Dish,Diabetic Friendly
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,"4 Karela (Bitter Gourd/ Pavakkai) - sliced into rounds,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder - (adjust),1 pinch Asafoetida (hing),1/4 cup Gram flour (besan),1 teaspoon Black Salt (Kala Namak) - (adjust to taste),Sunflower Oil - as needed,1/4 cup Hung Curd (Greek Yogurt),1 teaspoon Chaat Masala Powder,1 tablespoon Sweet Chutney (Date & Tamarind),1/2 cup Sev,1/4 cup Aloo Bhujia - (optional),Dates - few,Coriander (Dhania) Leaves - small bunch",15,10,25,2,Indian,Snack,Vegetarian
Kasuri Methi and Potato Frying Recipe,"2 cups Potatoes (Aloo) - boiled and roughly mashed,1 cup Tomatoes - finely chopped,1-1/2 tablespoon Ginger - grated and ground,2 Green Chillies - slit,2 tablespoons Kasuri Methi (Dried Fenugreek Leaves) - (adjust),1/2 teaspoon Fennel seeds (Saunf),1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,2 teaspoons Amchur (Dry Mango Powder),1 tablespoon Ghee,Salt - to taste",20,10,30,4,North Indian Recipes,Side Dish,Vegetarian
Sprouted Matki Chila Recipe with Spinach - Moth Bean Chila,"1 cup Moth Sprouts (Matki),1/2 cup White Urad Dal (Split) - soaked for 4 hours,2 Green Chillies,1 teaspoon Fennel seeds (Saunf),1 inch Ginger,1 cup Spinach Leaves (Palak) - coarsely ground,Salt - to taste,1/4 teaspoon Turmeric powder (Haldi),Sunflower Oil - for cooking",250,15,265,4,North Indian Recipes,North Indian Breakfast,Diabetic Friendly
Malabar Kaai Curry Recipe With Nenthra Pazham,"2 Banana flower (Vazhaipoo) - ripe,1 cup Coconut milk - thick,3 cups Coconut milk - thin,1/2 cup Rice - raw,1/2 cup Chana dal (Bengal Gram Dal),1/4 Onion,2 Cardamom (Elaichi) Pods/Seeds,1 cup Sugar,3/4 teaspoon Salt - and some more for cooking the chana dal,Water - as required",60,30,90,4,Kerala Recipes,Dessert,Gluten Free
Assamese Sweet Kordoi Recipe,"1 cup Whole Wheat Flour,1/4 teaspoon Salt,1 tablespoon Ghee,1/2 cup Lukewarm Water - (adjust),1/4 cup Caster Sugar - (powdered sugar),1 cup Water,Sunflower Oil - to deep fry",20,20,40,4,Assamese,Snack,Vegetarian
Steamed Bafauri Recipe (Bhojpuri Style Steamed Chana Dal Balls),"1-1/2 cups Chana dal (Bengal Gram Dal) - soaked for 3-4 hours,1 Onion - finely chopped,3 cloves Garlic,2 Green Chillies - (adjust to taste),1/2 teaspoon Ajwain (Carom seeds),Coriander (Dhania) Leaves - a small bunch,Salt - to taste",10,20,30,4,Bihari,Snack,High Protein Vegetarian
Jodhpuri Aloo Recipe,"500 grams Baby Potatoes - boiled,2 Dry Red Chillies,2 teaspoons Sesame seeds (Til seeds),1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Kashmiri Red Chilli Powder,2 tablespoons Red Chilli flakes,1 teaspoon Amchur (Dry Mango Powder),2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 tablespoon Sunflower Oil,Salt - to taste",10,20,30,4,Rajasthani,Lunch,Vegetarian
Vedakkai Thoran Recipe - Kerala Style Bhindi Stir Fry,"500 grams Bhindi (Lady Finger/Okra) - slit into half and cut into 1 inch pieces,10 Pearl onions (Sambar Onions) - finely chopped,1/4 cup Fresh coconut - grated,2 Green Chillies - finely chopped,1 sprig Curry leaves,1/2 teaspoon Mustard seeds,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil - for cooking",15,15,30,4,Kerala Recipes,Lunch,Diabetic Friendly
Gram and Potato Dry Vegetable Recipe,"1 cup Kabuli Chana (White Chickpeas) - boiled,3 Potatoes (Aloo) - boiled,1 Onion - finely chopped,1 Tomato - finely chopped,1 Green Chilli - finely chopped,1 tablespoon Ginger Garlic Paste,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin seeds (Jeera),4 sprig Coriander (Dhania) Leaves - finely chopped for garnish,1 inch Ginger - cut in juliennes (long thin strips) for garnish,1 tablespoon Sunflower Oil,Salt - for taste",10,20,30,3,North Indian Recipes,Lunch,High Protein Vegetarian
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,"500 grams Chicken thighs - skinless and boneless,1 Onion - diced,10 cloves Garlic - chopped,1 inch Ginger - grated,6 Tomatoes - desseded,1/3 cup Coriander (Dhania) Leaves - chopped,3 Green Chillies - slit,2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),3 teaspoons Sunflower Oil,Salt - to taste",10,50,60,3,Indian,Side Dish,Non Vegeterian
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),"100 grams Amla (Nellikai/ Gooseberry) - deseeded and finely chopped,1 teaspoon Methi Seeds (Fenugreek Seeds) - roasted and powdered,1 teaspoon Mustard seeds,1 teaspoon Mustard oil,1 teaspoon Red Chilli powder,1/2 teaspoon Asafoetida (hing),Salt - to taste",15,0,15,80,Indian,Side Dish,Vegetarian
Baingan Sarson Ka Saag Recipe - Brinjal Mustard Saag Recipe,"300 grams Brinjal - chopped, 200 grams mustard, 1 onion - thin and straight cut, 4 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 1/2 tsp cumin, 1 tsp red chili powder, 1 tsp coriander powder, 1 tsp garam masala powder, 1 tsp mango powder, salt - as per taste, 3 tbsp mustard oil - as per use",10,15,25,4,North Indian Recipes,Lunch,Diabetic Friendly
Stuffed Arbi Paratha Recipe,"500 grams Colocasia root (Arbi) - boiled and peeled,1 Green Chilli - chopped,1/2 teaspoon Cumin powder (Jeera),1 tablespoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,2 sprig Coriander (Dhania) Leaves,1 cup Whole Wheat Flour,1 tablespoon Sunflower Oil,Salt - a pinch",10,45,55,4,North Indian Recipes,Lunch,Vegetarian
Tomato Curry Leaf Chutney Recipe - Tomato Curry Leaf Chutney Recipe,"4 tomatoes - finely chopped, 2 sprig curry leaves, 2 green chillies - finely chopped, 1/2 tsp turmeric powder, 1 sprig green coriander - finely chopped, salt - or rock salt, sugar - a pinch",20,20,40,4,South Indian Recipes,Side Dish,Vegetarian
Rajasthani Goonde Vegetable Recipe (Bird Lime Stir Fry),"500 grams Gunde (bird lime),1 teaspoon Methi Seeds (Fenugreek Seeds),Sunflower Oil - as required,Water - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Asafoetida (hing),1 teaspoon Fennel seeds (Saunf),1/2 teaspoon Mustard seeds,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),Coriander (Dhania) Leaves - few",20,30,50,4,Rajasthani,Side Dish,Vegetarian
Raw Jackfruit Burrito Recipe,"200 grams Jackfruit Raw (Kathal) - peeled and cut into small junks,1 Onion - sliced,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 tablespoon Cumin powder (Jeera),1 teaspoon Black pepper powder,1/2 teaspoon Cinnamon Powder (Dalchini),2 teaspoon Paprika powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1/2 cup Rajma (Large Kidney Beans) - soaked and boiled,1 Onion - chopped,1 Tomato - chopped,4 cloves Garlic - chopped,1 tablespoon Cumin powder (Jeera),1 tablespoon Red Chilli powder,1 teaspoon Black pepper powder,1 teaspoon Sugar,Salt - to taste,1/4 cup Cooked rice,1 tablespoon Dried Thyme Leaves,1 tablespoon Paprika powder,Salt - to taste,1/2 Red Bell pepper (Capsicum),1/2 Yellow Bell Pepper (Capsicum),1/2 Green Bell Pepper (Capsicum),1/2 Onion,1 teaspoon Paprika powder,1 teaspoon Cumin powder (Jeera),Salt and Pepper,1 cup Sour cream,1 cup Tomato Salsa,2 Tortillas",20,45,65,4,Mexican,Lunch,Vegetarian
Bengali gram dal recipe,"1 cup Chana dal (Bengal Gram Dal),1/2 cup Fresh coconut - cut into small bits,1 tablespoon Ghee,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 tablespoon Mustard oil,3 Dry Red Chillies,2 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies - slit into halves lengthwise,1 inch Ginger - peeled and grated",10,30,40,3,Bengali Recipes,Lunch,High Protein Vegetarian
Hyderabadi Vegetable Biryani Recipe - Hyderabadi Vegetable Biryani Recipe,"1/2 cup green beans - chopped steam, 1/2 cup carrots - chopped steam, 1 cup cabbage - steamed chopped, 1 cup potatoes - boiled, 6 cloves garlic, 2 inch ginger, 1 onion - chopped Take 2 green chilies, 2 cups rice - wash, make 1 cup tomato-puree, 1 cup curd, 1 inch cinnamon, 4 cardamom, 2 bay leaves, 1 tsp turmeric powder, 1 tsp red chilli powder, 1 Small spoon coriander powder, salt - as per taste, oil - as per use, cut 3 sprigs of mint - 1/2 cup onion - finely chopped and cook till it turns brown.",20,60,80,4,Hyderabadi,Lunch,Vegetarian
Chocolate Chip & Raisin Rolls Recipe,"2 cups Whole Wheat Flour,2 cups All Purpose Flour (Maida),1 cup Milk - luke warm,3 teaspoons Active dry yeast,2 tablespoons Honey - or jaggery or sugar,1 tablespoon Butter - softened,1 teaspoon Salt,1 1/2 cups Water - or as required,1/2 cup Raisins,3/4 cup Chocolate chips - dark and white,3-4 tablespoons Butter - ricotta cheese or cream cheese or soft paneer,Orange Zest (Rind) - of 1 orange,Sugar - to sprinkle on top",25,180,205,4,Continental,Snack,Vegetarian
Baby Corn Cigar Recipe,"10 Baby corn - to be blanched,3 tablespoons Whole Wheat Bread crumbs - roasted,2 tablespoons Corn flour,1/2 tablespoon Extra Virgin Olive Oil,1 tablespoon Vinegar,1 Potato (Aloo) - boiled and mashed,1 tablespoon Coriander (Dhania) Leaves - chopped,1 teaspoon Pizza seasoning,1/2 teaspoon Garlic - paste,1 tablespoon Red Chilli powder - adjust accordingly,1 tablespoon Green Chilli Paste,1/2 tablespoon Ginger - paste,Salt - to taste,Sunflower Oil - for frying",10,40,50,3,North Indian Recipes,Appetizer,Vegetarian
Wheat Millet Thepla Recipe - Bajra Masala Paratha,"1 cup Bajra Flour ( Pearl Millet),1/2 cup Whole Wheat Flour,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Black pepper powder,1 inch Ginger - grated,1 Green Chilli - finely chopped,4 sprig Coriander (Dhania) Leaves - finely chopped,Sunflower Oil - as required",5,40,45,4,Gujarati Recipes﻿,Main Course,Diabetic Friendly
Kaju Badam Ladoo Recipe,"1 cup Cashew nuts,1 cup Badam (Almond),1 1//4 cups Sugar,1/2 cup Water,1 teaspoon Cardamom Powder (Elaichi),Ghee - for greasing",15,30,45,8,Indian,Dessert,Vegetarian
Spaghetti Aglio Olio With Parmesan & Greens Recipe,"400 grams Spaghetti Pasta,200 grams Spinach - or amaranth leaves,4 cloves Garlic - finely chopped (big size),Lemon zest - a pinch,Salt - to taste,3 tablespoons Extra Virgin Olive Oil - adjustable,1/4 cup Parmesan cheese - grated or powdered",10,60,70,4,Italian Recipes,Dinner,Vegetarian
Mushroom Dumpling Recipe With Potatoes (Momos),"200 grams Button mushrooms - finely chopped,1 Potato (Aloo) - boiled and mashed,1 Onion - finely chopped,1 Green Chilli - finely chopped,1 inch Ginger - grated,Salt - to taste,1 teaspoon Sunflower Oil,1 cup All Purpose Flour (Maida)",20,20,40,4,Asian,Snack,High Protein Vegetarian
Tomato Curry Leaf Chutney With No Onion No Garlic Recipe,"4 Tomatoes - finely chopped,2 sprigs Curry leaves,2 Green Chillies - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1 sprig Coriander (Dhania) Leaves - finely chopped,Salt - or rock salt to taste,1 pinch Sugar",20,20,40,4,South Indian Recipes,Side Dish,Vegetarian
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,"1 cup Whole Wheat Flour,1/2 cup Instant Oats (Oatmeal),1/4 cup Extra Virgin Olive Oil,1 teaspoon Salt,1 teaspoon Ajwain (Carom seeds),Water - to knead,1 cup Green peas (Matar),1 Green Chilli,1 sprig Coriander (Dhania) Leaves,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Chaat Masala Powder,1 teaspoon Red Chilli powder,Salt - to taste",20,45,65,4,North Indian Recipes,Snack,Vegetarian
Masala Carrot And Peas Sandwich Recipe,"6 Whole Wheat Brown Bread,1 cup Carrot (Gajjar) - grated,1 cup Green peas (Matar) - boiled,5 cloves Garlic - finely chopped,2 Green Chillies - finely chopped,1/2 teaspoon Black pepper powder,1 teaspoon Chaat Masala Powder,1/4 cup Cheese - grated,Salt - to taste",20,30,50,4,Continental,World Breakfast,Vegetarian
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,"20 small onions, 1 tsp red chili powder, 1 tsp turmeric powder, 1 tsp mango powder, 1 tsp coriander powder, salt - as per taste, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 2 Sprig coriander - finely chopped",10,15,25,4,North Indian Recipes,Side Dish,Vegetarian
Aam Panna Pani Puri Recipe,"18 Pani Puris,2 Potato (Aloo) - boiled,1/4 cup Green Moong Sprouts - 1/4 cup green moong sprouts,Salt - to taste,1 teaspoon Cumin powder (Jeera),1 teaspoon Chaat Masala Powder,1/2 teaspoon Red Chilli powder,1 Mango (Raw),10 Mint Leaves (Pudina),1 teaspoon Cumin powder (Jeera),Black Salt (Kala Namak) - to taste,1/2 teaspoon Black pepper powder,2 tablespoons Sugar",15,20,35,4,North Indian Recipes,Appetizer,Vegetarian
Quinoa Vegetable Upma Recipe,"1 cup Quinoa,2 cups Water,2 tablespoons Extra Virgin Olive Oil,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon White Urad Dal (Split),1 teaspoon Chana dal (Bengal Gram Dal),6 Curry leaves,2 Green Chillies - finely chopped,1 Shallot - finely chopped,1 Tomato - finely chopped,1/4 cup Carrot (Gajjar) - finely chopped,1/4 Del Monte Whole Corn Kernels,1/4 Green peas (Matar),Green beans (French Beans) - finely chopped,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,Salt - as needed,Coriander (Dhania) Leaves - few",20,30,50,3,Fusion,Indian Breakfast,Diabetic Friendly
